Number,Sex,Victim,Fake News type,Sources,Rip off
7769,Male,0,False Headlines,Television,1
7770,Female,0,Satire,Newspapers,1
7771,Male,1,False Headlines,Newspapers,0
7772,Female,0,Social Media Sharing,Newspapers,0
7773,Male,0,False Headlines,Radio,0
7774,Female,1,Social Media Sharing,Newspapers,1
7775,Male,1,Deliberate Misinformation,Television,0
7776,Female,0,Social Media Sharing,Television,0
7777,Female,1,False Headlines,Newspapers,0
7778,Female,1,False Headlines,Radio,0
7779,Male,0,Satire,Television,1
7780,Male,0,Satire,Newspapers,1
7781,Male,1,Social Media Sharing,Radio,0
7782,Female,0,Satire,Newspapers,0
7783,Female,1,Satire,Newspapers,0
7784,Female,1,Social Media Sharing,Radio,0
7785,Female,1,Social Media Sharing,Newspapers,0
7786,Female,1,Satire,Newspapers,1
7787,Female,1,False Headlines,Television,1
7788,Male,0,Deliberate Misinformation,Newspapers,0
7789,Male,0,False Headlines,Television,1
7790,Male,1,Satire,Newspapers,0
7791,Male,0,Deliberate Misinformation,Radio,0
7792,Female,0,Social Media Sharing,Newspapers,0
7793,Female,1,Social Media Sharing,Newspapers,1
7794,Female,0,Satire,Television,1
7795,Male,1,Satire,Newspapers,0
7796,Female,0,False Headlines,Radio,1
7797,Female,0,Satire,Radio,0
7798,Female,0,Social Media Sharing,Newspapers,0
7799,Male,0,Deliberate Misinformation,Newspapers,1
7800,Male,1,False Headlines,Newspapers,0
7801,Male,1,Deliberate Misinformation,Newspapers,1
7802,Male,0,Satire,Newspapers,1
7803,Female,1,False Headlines,Newspapers,0
7804,Female,0,False Headlines,Newspapers,1
7805,Male,1,Deliberate Misinformation,Television,1
7806,Male,1,Social Media Sharing,Newspapers,0
7807,Male,0,False Headlines,Radio,1
7808,Male,1,Social Media Sharing,Radio,0
7809,Female,1,Satire,Television,1
7810,Male,1,False Headlines,Radio,0
7811,Female,0,False Headlines,Newspapers,0
7812,Female,0,Satire,Newspapers,0
7813,Female,0,Social Media Sharing,Radio,0
7814,Female,1,Deliberate Misinformation,Newspapers,1
7815,Male,0,Satire,Newspapers,1
7816,Male,1,False Headlines,Television,0
7817,Female,1,Social Media Sharing,Newspapers,0
7818,Male,0,Satire,Radio,1
7819,Female,1,Satire,Television,1
7820,Female,0,Social Media Sharing,Radio,1
7821,Male,0,Social Media Sharing,Newspapers,0
7822,Female,0,Social Media Sharing,Newspapers,1
7823,Male,1,Social Media Sharing,Newspapers,1
7824,Female,0,Satire,Radio,1
7825,Male,0,Deliberate Misinformation,Television,0
7826,Male,0,Social Media Sharing,Television,0
7827,Male,1,False Headlines,Television,1
7828,Female,0,Deliberate Misinformation,Newspapers,1
7829,Female,1,Social Media Sharing,Radio,0
7830,Female,0,Deliberate Misinformation,Newspapers,0
7831,Male,0,Social Media Sharing,Newspapers,1
7832,Female,1,Deliberate Misinformation,Newspapers,0
7833,Female,1,Deliberate Misinformation,Radio,1
7834,Female,0,Deliberate Misinformation,Newspapers,0
7835,Female,0,Satire,Radio,0
7836,Female,0,False Headlines,Television,0
7837,Female,0,False Headlines,Television,1
7838,Male,0,Deliberate Misinformation,Newspapers,1
7839,Female,0,Satire,Television,1
7840,Male,1,Deliberate Misinformation,Television,0
7841,Female,1,Satire,Newspapers,1
7842,Female,1,Social Media Sharing,Television,0
7843,Female,0,Social Media Sharing,Radio,1
7844,Female,0,Social Media Sharing,Television,0
7845,Male,1,Social Media Sharing,Newspapers,1
7846,Female,0,Deliberate Misinformation,Television,1
7847,Female,0,False Headlines,Newspapers,1
7848,Male,0,Satire,Radio,1
7849,Female,0,Satire,Television,0
7850,Male,0,Satire,Television,0
7851,Male,0,Social Media Sharing,Radio,0
7852,Male,1,Deliberate Misinformation,Radio,1
7853,Female,0,False Headlines,Television,0
7854,Male,1,Deliberate Misinformation,Radio,0
7855,Male,1,Satire,Radio,1
7856,Female,1,Social Media Sharing,Newspapers,0
7857,Male,0,Deliberate Misinformation,Television,0
7858,Male,0,Deliberate Misinformation,Newspapers,1
7859,Male,0,Satire,Radio,0
7860,Male,1,Deliberate Misinformation,Television,0
7861,Male,0,Social Media Sharing,Television,1
7862,Male,1,Deliberate Misinformation,Newspapers,0
7863,Female,1,Deliberate Misinformation,Radio,0
7864,Male,1,Satire,Newspapers,0
7865,Male,1,False Headlines,Radio,0
7866,Male,1,Deliberate Misinformation,Newspapers,0
7867,Female,1,Deliberate Misinformation,Television,1
7868,Female,1,Satire,Television,1
7869,Male,1,Social Media Sharing,Newspapers,1
7870,Female,0,False Headlines,Television,0
7871,Female,0,False Headlines,Television,1
7872,Female,0,Deliberate Misinformation,Radio,1
7873,Female,1,Satire,Radio,0
7874,Female,1,False Headlines,Television,0
7875,Male,1,Social Media Sharing,Radio,1
7876,Male,1,Social Media Sharing,Television,0
7877,Female,1,Social Media Sharing,Television,1
7878,Female,1,Deliberate Misinformation,Newspapers,0
7879,Male,1,Social Media Sharing,Newspapers,1
7880,Male,1,Social Media Sharing,Newspapers,0
7881,Female,1,False Headlines,Television,1
7882,Female,1,Deliberate Misinformation,Radio,1
7883,Female,1,Satire,Television,1
7884,Male,0,Satire,Radio,1
7885,Female,1,Satire,Television,1
7886,Female,1,False Headlines,Radio,0
7887,Female,1,Deliberate Misinformation,Newspapers,1
7888,Male,1,Social Media Sharing,Radio,0
7889,Male,1,Social Media Sharing,Newspapers,1
7890,Male,0,Social Media Sharing,Newspapers,1
7891,Male,0,Satire,Newspapers,1
7892,Female,1,Deliberate Misinformation,Newspapers,1
7893,Female,0,False Headlines,Television,1
7894,Male,1,False Headlines,Radio,1
7895,Male,1,Social Media Sharing,Radio,1
7896,Female,0,False Headlines,Television,0
7897,Male,0,False Headlines,Radio,0
7898,Male,1,Satire,Television,1
7899,Male,1,Social Media Sharing,Newspapers,1
7900,Female,0,Social Media Sharing,Newspapers,1
7901,Female,0,Social Media Sharing,Television,1
7902,Female,1,Social Media Sharing,Radio,0
7903,Female,0,Social Media Sharing,Newspapers,0
7904,Male,1,False Headlines,Newspapers,0
7905,Male,0,Deliberate Misinformation,Television,1
7906,Female,0,Satire,Radio,1
7907,Male,0,Satire,Radio,1
7908,Female,1,Social Media Sharing,Television,0
7909,Male,1,Social Media Sharing,Radio,1
7910,Female,0,False Headlines,Television,1
7911,Male,0,Social Media Sharing,Television,0
7912,Male,1,Satire,Radio,0
7913,Female,0,Satire,Television,0
7914,Female,0,Satire,Newspapers,1
7915,Female,1,False Headlines,Radio,1
7916,Male,1,Social Media Sharing,Radio,1
7917,Female,1,Satire,Television,0
7918,Female,1,Deliberate Misinformation,Radio,0
7919,Male,0,Satire,Radio,0
7920,Female,1,Satire,Radio,0
7921,Male,0,Social Media Sharing,Radio,0
7922,Female,1,Satire,Newspapers,0
7923,Male,1,Deliberate Misinformation,Television,0
7924,Female,0,Satire,Radio,0
7925,Male,0,Satire,Radio,1
7926,Female,0,Satire,Newspapers,0
7927,Female,1,Deliberate Misinformation,Radio,1
7928,Male,0,Deliberate Misinformation,Radio,1
7929,Male,1,False Headlines,Newspapers,0
7930,Male,0,Social Media Sharing,Newspapers,0
7931,Female,1,Social Media Sharing,Radio,0
7932,Female,0,False Headlines,Newspapers,1
7933,Female,0,False Headlines,Television,1
7934,Female,0,False Headlines,Newspapers,1
7935,Male,1,Satire,Newspapers,0
7936,Male,0,Social Media Sharing,Television,1
7937,Female,0,False Headlines,Newspapers,1
7938,Female,0,Satire,Radio,1
7939,Female,1,Deliberate Misinformation,Newspapers,0
7940,Male,1,Deliberate Misinformation,Radio,0
7941,Male,0,Deliberate Misinformation,Newspapers,0
7942,Male,0,Social Media Sharing,Television,0
7943,Male,1,Deliberate Misinformation,Newspapers,0
7944,Male,0,Social Media Sharing,Television,0
7945,Female,0,False Headlines,Radio,1
7946,Female,0,Satire,Newspapers,1
7947,Female,1,Deliberate Misinformation,Television,0
7948,Female,0,Satire,Radio,0
7949,Male,0,Satire,Television,0
7950,Female,0,Deliberate Misinformation,Television,0
7951,Female,0,False Headlines,Newspapers,1
7952,Male,0,False Headlines,Radio,0
7953,Female,0,Social Media Sharing,Radio,1
7954,Male,0,False Headlines,Television,1
7955,Female,1,False Headlines,Radio,1
7956,Male,0,Social Media Sharing,Newspapers,1
7957,Male,1,Social Media Sharing,Television,0
7958,Female,1,False Headlines,Newspapers,1
7959,Male,1,Deliberate Misinformation,Television,0
7960,Female,1,Social Media Sharing,Newspapers,1
7961,Male,0,Deliberate Misinformation,Radio,0
7962,Female,0,Social Media Sharing,Television,1
7963,Male,0,Social Media Sharing,Radio,1
7964,Female,1,False Headlines,Radio,0
7965,Male,0,Deliberate Misinformation,Radio,1
7966,Male,0,False Headlines,Radio,0
7967,Female,1,Deliberate Misinformation,Radio,1
7968,Female,1,Social Media Sharing,Television,1
7969,Female,1,Social Media Sharing,Newspapers,0
7970,Male,0,Deliberate Misinformation,Newspapers,0
7971,Female,0,Deliberate Misinformation,Radio,0
7972,Female,0,Deliberate Misinformation,Radio,1
7973,Male,1,Social Media Sharing,Radio,1
7974,Female,1,Satire,Newspapers,1
7975,Male,0,Satire,Television,1
7976,Male,1,Deliberate Misinformation,Newspapers,1
7977,Male,0,Deliberate Misinformation,Radio,1
7978,Female,0,Satire,Radio,1
7979,Female,0,Satire,Radio,1
7980,Female,0,Social Media Sharing,Newspapers,0
7981,Female,0,Deliberate Misinformation,Television,1
7982,Female,1,Deliberate Misinformation,Radio,1
7983,Male,0,False Headlines,Newspapers,1
7984,Female,1,Satire,Newspapers,0
7985,Female,0,Deliberate Misinformation,Radio,1
7986,Male,1,Social Media Sharing,Radio,1
7987,Male,1,Deliberate Misinformation,Radio,1
7988,Male,1,Satire,Television,0
7989,Male,1,False Headlines,Radio,0
7990,Female,1,Satire,Radio,0
7991,Male,0,Deliberate Misinformation,Newspapers,0
7992,Female,0,Deliberate Misinformation,Radio,0
7993,Female,1,Deliberate Misinformation,Television,1
7994,Female,0,False Headlines,Television,1
7995,Male,0,False Headlines,Radio,0
7996,Male,0,Social Media Sharing,Television,0
7997,Male,1,Deliberate Misinformation,Television,0
7998,Female,0,False Headlines,Radio,1
7999,Male,0,Deliberate Misinformation,Television,1
8000,Male,0,Satire,Radio,0
8001,Female,0,Social Media Sharing,Television,0
8002,Female,0,False Headlines,Radio,1
8003,Male,0,Deliberate Misinformation,Word of Mouth,1
8004,Female,0,False Headlines,Television,1
8005,Female,1,Satire,Newspapers,1
8006,Female,1,Satire,Word of Mouth,0
8007,Male,0,Satire,The Internet,0
8008,Female,0,Deliberate Misinformation,Radio,0
8009,Male,0,Deliberate Misinformation,Radio,0
8010,Male,0,False Headlines,Social Media,1
8011,Female,1,False Headlines,Word of Mouth,0
8012,Female,1,False Headlines,The Internet,1
8013,Female,0,Deliberate Misinformation,Radio,1
8014,Female,0,Deliberate Misinformation,Television,1
8015,Female,0,False Headlines,The Internet,1
8016,Female,0,Satire,Radio,1
8017,Female,0,Social Media Sharing,Social Media,0
8018,Female,1,Social Media Sharing,Newspapers,0
8019,Male,0,Deliberate Misinformation,Radio,1
8020,Male,1,Satire,The Internet,1
8021,Female,0,Social Media Sharing,The Internet,1
8022,Female,1,Satire,Social Media,0
8023,Male,1,Social Media Sharing,Social Media,0
8024,Male,0,False Headlines,The Internet,1
8025,Male,0,Satire,Social Media,1
8026,Female,0,Satire,Television,1
8027,Male,0,False Headlines,The Internet,0
8028,Male,1,Social Media Sharing,Social Media,1
8029,Female,0,Social Media Sharing,Social Media,1
8030,Male,1,Deliberate Misinformation,Social Media,0
8031,Male,0,False Headlines,The Internet,1
8032,Male,1,False Headlines,Radio,1
8033,Male,1,Deliberate Misinformation,Social Media,0
8034,Female,0,Deliberate Misinformation,Social Media,0
8035,Female,0,Deliberate Misinformation,Social Media,1
8036,Female,1,Satire,Radio,0
8037,Male,0,False Headlines,Word of Mouth,0
8038,Male,0,Social Media Sharing,Newspapers,1
8039,Male,0,Deliberate Misinformation,Television,1
8040,Female,1,Deliberate Misinformation,The Internet,0
8041,Male,0,Social Media Sharing,Newspapers,0
8042,Male,1,Satire,Social Media,1
8043,Female,1,Satire,Social Media,0
8044,Male,1,Social Media Sharing,Word of Mouth,0
8045,Male,0,Social Media Sharing,Newspapers,0
8046,Female,0,Social Media Sharing,The Internet,0
8047,Male,0,False Headlines,Television,1
8048,Female,0,Social Media Sharing,The Internet,0
8049,Male,1,Social Media Sharing,Social Media,1
8050,Male,1,Satire,Radio,1
8051,Female,1,Social Media Sharing,Social Media,0
8052,Female,1,False Headlines,Radio,0
8053,Female,1,False Headlines,Television,1
8054,Male,0,Deliberate Misinformation,Social Media,0
8055,Male,0,Social Media Sharing,Radio,1
8056,Female,1,Deliberate Misinformation,Newspapers,0
8057,Female,0,Deliberate Misinformation,Word of Mouth,1
8058,Female,1,False Headlines,The Internet,0
8059,Male,0,Social Media Sharing,Television,0
8060,Male,0,Social Media Sharing,Television,1
8061,Female,0,Social Media Sharing,Social Media,1
8062,Male,1,Deliberate Misinformation,The Internet,1
8063,Male,1,Social Media Sharing,Social Media,0
8064,Male,1,Social Media Sharing,Word of Mouth,0
8065,Female,0,Deliberate Misinformation,Newspapers,1
8066,Male,0,False Headlines,Television,0
8067,Male,0,False Headlines,Social Media,0
8068,Female,1,False Headlines,The Internet,0
8069,Female,0,Deliberate Misinformation,Social Media,1
8070,Female,1,Deliberate Misinformation,Newspapers,1
8071,Male,0,Deliberate Misinformation,Word of Mouth,1
8072,Female,0,Deliberate Misinformation,Word of Mouth,0
8073,Male,0,Deliberate Misinformation,Television,1
8074,Male,1,Deliberate Misinformation,Social Media,1
8075,Female,1,Deliberate Misinformation,Social Media,1
8076,Male,0,Deliberate Misinformation,Radio,1
8077,Female,1,Social Media Sharing,The Internet,1
8078,Male,1,Deliberate Misinformation,Television,1
8079,Female,1,False Headlines,Social Media,0
8080,Female,1,False Headlines,Social Media,1
8081,Female,0,Satire,Radio,1
8082,Female,0,Deliberate Misinformation,The Internet,0
8083,Male,0,False Headlines,The Internet,0
8084,Male,0,False Headlines,The Internet,0
8085,Male,0,Satire,Social Media,1
8086,Male,0,Deliberate Misinformation,Social Media,1
8087,Male,0,Social Media Sharing,The Internet,0
8088,Male,1,Satire,Social Media,0
8089,Male,0,Satire,Word of Mouth,1
8090,Female,1,Social Media Sharing,Social Media,1
8091,Female,1,False Headlines,Television,1
8092,Male,1,Social Media Sharing,Radio,1
8093,Male,1,False Headlines,Radio,1
8094,Male,1,Satire,Newspapers,0
8095,Male,0,Social Media Sharing,Television,1
8096,Female,0,Social Media Sharing,Social Media,1
8097,Male,0,Satire,Radio,0
8098,Male,1,False Headlines,Radio,0
8099,Male,1,Deliberate Misinformation,Newspapers,0
8100,Female,1,Deliberate Misinformation,Word of Mouth,1
8101,Male,0,Social Media Sharing,The Internet,1
8102,Male,0,Satire,Radio,0
8103,Female,0,Satire,The Internet,0
8104,Female,1,Social Media Sharing,Newspapers,0
8105,Female,0,Deliberate Misinformation,The Internet,0
8106,Male,0,Satire,Social Media,0
8107,Female,1,False Headlines,Newspapers,0
8108,Female,0,Social Media Sharing,Television,0
8109,Female,1,Deliberate Misinformation,Newspapers,0
8110,Male,0,False Headlines,Word of Mouth,0
8111,Male,0,Deliberate Misinformation,Radio,1
8112,Female,1,Satire,Social Media,1
8113,Female,0,False Headlines,Word of Mouth,0
8114,Female,1,Deliberate Misinformation,Social Media,1
8115,Female,1,Deliberate Misinformation,The Internet,0
8116,Female,1,Social Media Sharing,Radio,1
8117,Female,0,False Headlines,Television,0
8118,Male,0,Satire,Word of Mouth,0
8119,Female,1,False Headlines,The Internet,1
8120,Female,1,False Headlines,Word of Mouth,1
8121,Female,1,False Headlines,Television,0
8122,Male,0,Social Media Sharing,Newspapers,0
8123,Female,1,Deliberate Misinformation,Television,0
8124,Female,0,False Headlines,Television,1
8125,Female,1,False Headlines,Radio,0
8126,Female,1,False Headlines,Social Media,0
8127,Female,0,False Headlines,Newspapers,0
8128,Female,0,False Headlines,Social Media,1
8129,Male,1,Satire,Word of Mouth,1
8130,Female,1,Deliberate Misinformation,Television,0
8131,Female,1,Social Media Sharing,Television,0
8132,Female,1,False Headlines,Newspapers,0
8133,Male,1,Satire,Word of Mouth,1
8134,Male,1,Social Media Sharing,Television,1
8135,Male,1,False Headlines,The Internet,0
8136,Female,1,Social Media Sharing,Newspapers,1
8137,Female,0,Satire,Radio,0
8138,Male,0,Satire,Word of Mouth,1
8139,Female,1,Deliberate Misinformation,Social Media,0
8140,Male,1,False Headlines,Word of Mouth,1
8141,Male,1,Social Media Sharing,Television,1
8142,Female,0,Social Media Sharing,Radio,0
8143,Female,1,Satire,The Internet,0
8144,Male,0,Deliberate Misinformation,Social Media,1
8145,Male,1,Satire,The Internet,1
8146,Male,0,Deliberate Misinformation,Word of Mouth,0
8147,Male,1,Social Media Sharing,Television,1
8148,Female,0,Social Media Sharing,Newspapers,0
8149,Male,0,Satire,The Internet,0
8150,Male,0,Satire,Word of Mouth,0
8151,Female,0,Deliberate Misinformation,Television,1
8152,Female,0,Satire,Television,1
8153,Male,0,Social Media Sharing,Word of Mouth,0
8154,Male,0,Social Media Sharing,Social Media,0
8155,Male,1,Deliberate Misinformation,Television,0
8156,Male,0,Deliberate Misinformation,Television,1
8157,Male,1,Deliberate Misinformation,Radio,1
8158,Female,0,Satire,The Internet,0
8159,Female,0,Social Media Sharing,The Internet,0
8160,Female,0,False Headlines,Word of Mouth,1
8161,Female,1,False Headlines,Radio,1
8162,Male,1,Satire,Newspapers,1
8163,Male,0,Satire,Television,0
8164,Male,1,Satire,Newspapers,1
8165,Male,1,Deliberate Misinformation,Radio,0
8166,Male,1,Satire,Radio,1
8167,Male,0,False Headlines,Radio,0
8168,Male,0,False Headlines,The Internet,0
8169,Male,0,Deliberate Misinformation,Television,0
8170,Male,0,Deliberate Misinformation,Newspapers,1
8171,Female,0,Deliberate Misinformation,Newspapers,0
8172,Female,0,Satire,Social Media,0
8173,Male,1,False Headlines,Television,0
8174,Female,0,Deliberate Misinformation,Newspapers,0
8175,Female,0,Social Media Sharing,Word of Mouth,1
8176,Female,0,Deliberate Misinformation,Newspapers,1
8177,Male,0,Satire,Television,1
8178,Male,0,False Headlines,Word of Mouth,0
8179,Female,1,Social Media Sharing,Word of Mouth,1
8180,Female,1,False Headlines,Newspapers,1
8181,Female,0,False Headlines,Newspapers,0
8182,Male,0,Satire,Radio,1
8183,Female,1,Deliberate Misinformation,Word of Mouth,1
8184,Male,1,False Headlines,Newspapers,1
8185,Female,1,Social Media Sharing,Word of Mouth,1
8186,Male,1,False Headlines,Radio,1
8187,Female,0,Deliberate Misinformation,Television,0
8188,Female,1,Satire,Television,1
8189,Male,1,Deliberate Misinformation,Newspapers,0
8190,Female,1,Satire,Television,1
8191,Female,1,Deliberate Misinformation,The Internet,1
8192,Female,1,False Headlines,Radio,1
8193,Female,1,False Headlines,Newspapers,1
8194,Male,0,Deliberate Misinformation,Television,0
8195,Female,0,Deliberate Misinformation,Radio,0
8196,Male,0,Deliberate Misinformation,Social Media,0
8197,Female,0,Deliberate Misinformation,Newspapers,0
8198,Male,1,Deliberate Misinformation,Newspapers,1
8199,Female,1,Satire,The Internet,0
8200,Female,0,False Headlines,Word of Mouth,0
8201,Male,0,Deliberate Misinformation,Radio,1
8202,Female,1,Social Media Sharing,Social Media,1
8203,Male,0,Satire,Television,1
8204,Male,1,Satire,Radio,1
8205,Female,1,Satire,Word of Mouth,1
8206,Male,1,Social Media Sharing,Word of Mouth,1
8207,Male,0,Deliberate Misinformation,Word of Mouth,0
8208,Male,1,Deliberate Misinformation,Word of Mouth,1
8209,Female,1,Social Media Sharing,The Internet,1
8210,Female,0,Social Media Sharing,Newspapers,1
8211,Female,1,Deliberate Misinformation,Radio,0
8212,Female,0,False Headlines,Social Media,0
8213,Female,0,Social Media Sharing,Newspapers,1
8214,Male,1,Deliberate Misinformation,Social Media,0
8215,Male,0,Deliberate Misinformation,Television,1
8216,Male,1,False Headlines,Radio,1
8217,Male,1,Deliberate Misinformation,Social Media,0
8218,Female,1,Satire,Radio,0
8219,Male,0,Deliberate Misinformation,Newspapers,1
8220,Female,0,Deliberate Misinformation,Television,1
8221,Female,1,False Headlines,Word of Mouth,1
8222,Female,0,Social Media Sharing,Newspapers,1
8223,Male,0,False Headlines,Television,0
8224,Female,0,Deliberate Misinformation,Newspapers,1
8225,Male,0,Satire,Social Media,1
8226,Female,1,Deliberate Misinformation,Television,0
8227,Female,1,Satire,Social Media,0
8228,Male,0,Satire,The Internet,1
8229,Male,0,Social Media Sharing,Word of Mouth,1
8230,Female,0,Satire,Social Media,0
8231,Female,1,Deliberate Misinformation,Television,1
8232,Female,0,Social Media Sharing,Radio,0
8233,Male,1,Deliberate Misinformation,Radio,0
8234,Female,1,Social Media Sharing,Television,0
8235,Female,0,Satire,Radio,1
8236,Female,0,Satire,Word of Mouth,1
8237,Female,1,Deliberate Misinformation,The Internet,0
8238,Male,0,Social Media Sharing,The Internet,0
8239,Male,1,Social Media Sharing,The Internet,1
8240,Female,0,False Headlines,Television,0
8241,Female,1,Satire,Word of Mouth,0
8242,Male,1,False Headlines,Social Media,1
8243,Female,1,Social Media Sharing,The Internet,0
8244,Male,0,Social Media Sharing,Newspapers,0
8245,Male,0,Social Media Sharing,Newspapers,0
8246,Male,1,Social Media Sharing,Radio,0
8247,Female,1,False Headlines,Radio,0
8248,Female,0,Social Media Sharing,Newspapers,0
8249,Male,1,Social Media Sharing,Newspapers,1
8250,Female,1,Satire,The Internet,1
8251,Male,0,Deliberate Misinformation,The Internet,0
8252,Male,0,False Headlines,Television,0
8253,Female,0,False Headlines,Word of Mouth,1
8254,Female,0,Deliberate Misinformation,Social Media,0
8255,Male,1,Social Media Sharing,Word of Mouth,0
8256,Male,1,Satire,Word of Mouth,1
8257,Male,1,Social Media Sharing,Word of Mouth,0
8258,Male,0,Satire,Word of Mouth,1
8259,Male,0,Deliberate Misinformation,Newspapers,1
8260,Female,0,False Headlines,Television,0
8261,Female,1,Satire,Television,1
8262,Female,0,Satire,Television,1
8263,Male,0,Satire,The Internet,1
8264,Male,1,Satire,Television,1
8265,Female,0,False Headlines,Television,0
8266,Male,1,Social Media Sharing,Radio,0
8267,Male,0,Social Media Sharing,Radio,1
8268,Male,0,Deliberate Misinformation,Word of Mouth,0
8269,Female,0,Social Media Sharing,Television,1
8270,Female,0,Deliberate Misinformation,Word of Mouth,0
8271,Female,0,Social Media Sharing,Word of Mouth,1
8272,Female,1,Social Media Sharing,Radio,0
8273,Male,0,Satire,Newspapers,1
8274,Male,1,False Headlines,Social Media,0
8275,Female,1,Deliberate Misinformation,Newspapers,0
8276,Male,1,Social Media Sharing,The Internet,0
8277,Male,1,Satire,The Internet,0
8278,Female,1,Social Media Sharing,Word of Mouth,0
8279,Male,0,Social Media Sharing,Word of Mouth,0
8280,Female,1,Satire,Newspapers,0
8281,Male,1,Deliberate Misinformation,Radio,1
8282,Male,1,Deliberate Misinformation,Radio,0
8283,Female,1,Deliberate Misinformation,Newspapers,1
8284,Female,1,Deliberate Misinformation,Newspapers,1
8285,Female,1,False Headlines,Newspapers,1
8286,Male,1,Social Media Sharing,Radio,0
8287,Female,1,Satire,Television,1
8288,Male,1,Deliberate Misinformation,Social Media,1
8289,Female,1,Satire,Radio,1
8290,Male,0,Social Media Sharing,Word of Mouth,0
8291,Female,0,False Headlines,Newspapers,0
8292,Male,0,Satire,Newspapers,0
8293,Female,1,False Headlines,Newspapers,0
8294,Female,1,Deliberate Misinformation,Television,1
8295,Female,1,Deliberate Misinformation,The Internet,1
8296,Female,0,Deliberate Misinformation,Word of Mouth,0
8297,Female,0,Deliberate Misinformation,Newspapers,0
8298,Female,0,False Headlines,Social Media,1
8299,Female,0,Social Media Sharing,Word of Mouth,1
8300,Female,0,False Headlines,Social Media,0
8301,Female,0,Deliberate Misinformation,Radio,1
8302,Male,1,Satire,Television,1
8303,Female,1,Deliberate Misinformation,Television,1
8304,Female,1,False Headlines,Radio,1
8305,Female,0,Deliberate Misinformation,Social Media,0
8306,Male,0,Deliberate Misinformation,Word of Mouth,0
8307,Male,0,Social Media Sharing,Radio,1
8308,Female,1,Social Media Sharing,The Internet,0
8309,Female,1,Deliberate Misinformation,Radio,0
8310,Male,0,Satire,Television,1
8311,Female,1,Satire,Newspapers,1
8312,Male,0,Deliberate Misinformation,Television,1
8313,Female,0,Satire,Radio,1
8314,Male,1,Deliberate Misinformation,Radio,0
8315,Male,0,Satire,Social Media,0
8316,Female,0,Deliberate Misinformation,Radio,1
8317,Male,1,Deliberate Misinformation,Social Media,1
8318,Male,1,Deliberate Misinformation,Television,1
8319,Male,0,Social Media Sharing,Social Media,0
8320,Female,0,Satire,Radio,0
8321,Female,0,False Headlines,Social Media,0
8322,Male,0,False Headlines,Social Media,0
8323,Male,0,Social Media Sharing,Word of Mouth,0
8324,Male,0,Satire,Television,0
8325,Male,1,Satire,Television,0
8326,Male,1,Satire,Word of Mouth,0
8327,Male,0,Social Media Sharing,Radio,0
8328,Female,0,Social Media Sharing,Radio,1
8329,Female,0,Satire,Social Media,0
8330,Female,0,Satire,Radio,1
8331,Male,1,Social Media Sharing,Word of Mouth,0
8332,Male,0,Satire,Television,0
8333,Male,0,Deliberate Misinformation,The Internet,0
8334,Male,1,Deliberate Misinformation,Word of Mouth,1
8335,Male,1,False Headlines,Newspapers,0
8336,Male,1,Satire,Word of Mouth,1
8337,Female,1,Social Media Sharing,Social Media,1
8338,Male,0,Deliberate Misinformation,Television,0
8339,Female,1,Social Media Sharing,The Internet,0
8340,Female,0,False Headlines,Social Media,1
8341,Female,1,Social Media Sharing,Television,1
8342,Male,1,False Headlines,Word of Mouth,1
8343,Male,1,False Headlines,Television,0
8344,Male,1,False Headlines,Newspapers,1
8345,Female,0,False Headlines,Television,1
8346,Female,1,Social Media Sharing,Television,1
8347,Female,1,Satire,Word of Mouth,0
8348,Female,1,Satire,Radio,0
8349,Female,0,Social Media Sharing,The Internet,0
8350,Female,0,Deliberate Misinformation,The Internet,1
8351,Male,0,Social Media Sharing,Social Media,0
8352,Female,0,Social Media Sharing,The Internet,0
8353,Female,0,Social Media Sharing,The Internet,1
8354,Male,1,False Headlines,Radio,0
8355,Male,1,False Headlines,Television,0
8356,Male,1,Deliberate Misinformation,Social Media,1
8357,Male,1,Satire,Newspapers,1
8358,Male,0,False Headlines,Social Media,0
8359,Female,0,Satire,Word of Mouth,0
8360,Male,1,Deliberate Misinformation,Television,1
8361,Male,0,Deliberate Misinformation,Television,1
8362,Female,1,Deliberate Misinformation,The Internet,0
8363,Male,0,Satire,Radio,0
8364,Female,1,Satire,Social Media,0
8365,Female,0,Deliberate Misinformation,Newspapers,0
8366,Male,1,Satire,Radio,1
8367,Male,0,Deliberate Misinformation,Television,0
8368,Female,0,Deliberate Misinformation,Newspapers,0
8369,Female,0,Satire,Television,1
8370,Female,0,Satire,The Internet,1
8371,Male,1,Satire,Word of Mouth,1
8372,Male,0,Deliberate Misinformation,Radio,1
8373,Female,0,Deliberate Misinformation,Social Media,1
8374,Female,1,Social Media Sharing,Radio,0
8375,Female,0,Deliberate Misinformation,Radio,1
8376,Female,1,Satire,Newspapers,1
8377,Male,0,Social Media Sharing,Social Media,1
8378,Female,0,False Headlines,Social Media,0
8379,Male,1,False Headlines,Radio,1
8380,Male,1,Satire,Television,1
8381,Female,1,Satire,Social Media,0
8382,Female,1,Social Media Sharing,Newspapers,1
8383,Male,0,Satire,Word of Mouth,0
8384,Female,0,Deliberate Misinformation,Television,1
8385,Male,1,Deliberate Misinformation,Radio,0
8386,Female,1,Social Media Sharing,Radio,1
8387,Male,1,Social Media Sharing,Television,1
8388,Male,1,Satire,Television,1
8389,Male,0,False Headlines,Word of Mouth,1
